OPC-N2 FirmwareVer=OPC-018.2..............................BD
OPC-N2 176880013                                            
Config info:
GSC,1.000
LaserDAC,183
FanDAC,255
ToFtoSFRfactor,74
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.696,1.387,1.329,1.752,1.757
14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.708,1.387,1.616,1.833,1.835
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3.672,1.387,1.110,1.375,1.379
5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.679,1.383,0.943,1.292,1.300
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3.664,1.387,0.622,0.658,0.658
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664,1.388,0.786,0.808,0.808
14,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,23,24,29,0,3.640,1.388,1.829,2.576,2.649
14,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.644,1.387,1.672,2.005,2.022
13,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,21,24,27,0,3.642,1.387,1.510,2.411,2.548
10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.662,1.387,1.229,1.419,1.421
6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,33,0,0,3.665,1.383,0.747,0.974,0.980
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.684,1.387,0.882,0.943,0.943
15,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,3.688,1.388,1.675,2.122,2.132
13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.723,1.387,1.686,2.001,2.005
7,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,3.733,1.387,1.815,2.706,2.738
7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,3.696,1.387,1.051,1.321,1.327
5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22,27,0,0,3.685,1.387,0.650,1.097,1.430
11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.685,1.383,1.269,1.379,1.379
10,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,37,3.689,1.388,1.127,1.706,3.006
10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,3.724,1.387,1.667,2.164,2.174
5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.723,1.387,0.929,1.303,1.324
11,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,18,25,26,0,3.740,1.387,1.688,2.596,2.717
10,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19,27,0,0,3.745,1.387,1.419,1.872,1.881
9,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.747,1.387,1.274,1.790,1.805
10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,3.745,1.383,1.296,1.656,1.668
8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.749,1.387,0.942,1.101,1.103
10,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,3.758,1.387,0.912,1.260,1.292
9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.758,1.387,0.943,1.271,1.289
10,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,29,0,3.764,1.388,1.093,1.457,1.524
9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,3.734,1.387,1.327,1.699,1.707
6,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18,23,27,0,3.745,1.387,0.745,1.169,1.241
15,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,18,23,0,27,3.766,1.383,2.003,2.833,4.117
9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,0,3.697,1.387,1.265,1.707,1.720
7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.686,1.387,1.323,1.717,1.726
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3.641,1.387,1.568,1.687,1.688
7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,43,27,0,3.641,1.388,0.567,0.847,0.907
5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,3.645,1.346,0.812,1.375,1.721
14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.659,1.387,1.543,1.822,1.826
10,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,35,3.660,1.383,1.411,2.121,3.437
5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,3.655,1.387,0.907,1.475,1.809
11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.665,1.387,1.502,1.958,1.965
9,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,24,0,23,39,3.643,1.387,1.060,1.738,3.108
7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.647,1.387,1.100,1.560,1.580
3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,27,0,3.656,1.387,0.354,0.558,0.612
7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.659,1.387,1.042,1.338,1.354
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,0,3.644,1.383,0.896,1.128,1.134
11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.640,1.387,1.186,1.356,1.358
9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,3.654,1.387,1.131,1.475,1.486
5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3.654,1.387,0.524,0.814,0.870
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3.622,1.388,0.701,0.740,0.740
10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3.660,1.388,1.405,1.810,1.828
10,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.661,1.387,1.161,1.553,1.584
7,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,21,21,0,27,3.659,1.383,0.971,1.639,2.959
11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,3.666,1.387,1.224,1.482,1.488
12,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3.664,1.387,1.544,2.190,2.220
7,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,19,23,35,0,3.667,1.387,1.900,3.136,3.223
9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,3.668,1.387,1.080,1.334,1.341
16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,3.678,1.387,1.409,1.916,6.212
14,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,19,37,0,0,3.681,1.387,1.929,2.693,2.720
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3.681,1.383,0.765,0.973,0.980
5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3.653,1.388,0.752,0.909,0.911
7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.644,1.388,0.924,1.168,1.171
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.644,1.387,0.934,0.960,0.960
12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3.660,1.388,1.006,1.165,1.180
4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,23,0,3.673,1.387,0.693,1.023,1.079
15,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,28,0,3.663,1.387,1.890,2.565,2.678
8,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,3.667,1.387,1.063,1.508,1.531
12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.671,1.383,1.576,2.035,2.042
20,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,33,25,23,0,3.633,1.387,2.227,2.973,3.040
11,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,25,0,3.624,1.387,1.878,2.502,2.562
13,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,23,27,0,3.638,1.387,1.244,1.581,1.641
11,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,16,24,0,0,3.675,1.387,1.422,2.207,2.562
13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.682,1.387,1.213,1.371,1.376
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.682,1.387,0.711,0.731,0.731
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,3.697,1.384,1.308,1.549,1.556
11,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3.697,1.387,1.238,1.740,1.799
7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.721,1.388,1.118,1.320,1.322
7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,3.711,1.387,0.900,1.067,1.072
6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.734,1.387,1.336,1.738,1.743
15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,33,0,0,3.757,1.387,1.663,2.110,2.122
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.747,1.387,0.893,1.033,1.035
6,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,16,21,25,0,3.781,1.370,0.874,1.620,2.017
15,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,39,3.812,1.387,1.643,2.176,3.434
10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3.783,1.387,1.504,1.965,1.972
11,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.785,1.387,1.336,1.787,1.806
10,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3.744,1.387,1.254,1.659,1.689
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3.722,1.387,1.186,1.433,1.436
6,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,21,31,29,3.722,1.387,0.658,1.471,2.831
13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.725,1.383,1.082,1.218,1.222
11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,3.700,1.387,1.644,2.368,2.393
7,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,17,20,27,29,3.709,1.387,0.878,1.996,3.678
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,3.706,1.387,0.949,1.179,1.185
9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.715,1.387,1.048,1.291,1.294
18,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.718,1.387,1.771,2.208,2.220
6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,3.702,1.387,0.559,1.198,1.852
7,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,24,23,33,0,3.646,1.383,1.458,2.486,2.668
10,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18,37,0,0,3.666,1.345,1.321,1.923,2.270
10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.702,1.387,1.242,1.571,1.600
7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.702,1.387,0.509,1.128,1.782
10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.714,1.388,1.384,1.753,1.758
8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,3.705,1.387,1.312,1.773,1.786
9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3.723,1.387,1.110,1.448,1.459
11,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,20,19,0,0,3.722,1.383,1.268,2.048,2.409
15,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,25,24,31,0,3.706,1.387,1.314,1.827,1.905
11,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,31,0,3.742,1.387,1.727,2.733,7.015
3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.744,1.387,0.665,0.981,0.990
8,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,18,0,27,0,3.760,1.387,1.226,1.976,2.354
12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3.768,1.387,1.042,1.260,1.269
9,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,31,3.797,1.387,1.287,1.968,3.233
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.813,1.383,0.992,1.056,1.056
8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.813,1.388,0.978,1.290,1.295
11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.809,1.388,1.276,1.537,1.541
11,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,20,25,35,0,3.802,1.387,1.463,2.326,2.717
10,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3.802,1.387,1.278,1.961,1.994
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3.802,1.388,0.807,1.010,1.016
12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.804,1.388,1.372,1.715,1.720
10,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,3.805,1.383,1.427,1.951,1.963
10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3.813,1.387,1.134,1.458,1.466
9,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,3.826,1.387,1.251,1.865,5.997
13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,3.820,1.387,1.330,1.589,1.598
6,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,3.842,1.387,1.047,1.610,1.928
10,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3.842,1.387,1.006,1.497,1.566
14,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,20,23,31,0,3.831,1.388,2.025,2.706,2.768
8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,35,3.840,1.383,0.924,1.400,2.652
4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3.840,1.387,0.503,0.779,0.790
12,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,27,0,0,3.854,1.388,1.006,1.533,1.865
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,3.861,1.387,0.911,1.131,1.138
8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.862,1.387,0.958,1.197,1.204
9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3.835,1.387,1.390,1.765,1.770
5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,0,3.829,1.387,0.502,0.618,0.623
11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,27,21,29,0,3.781,1.383,1.062,1.383,1.441
8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3.781,1.387,0.887,1.189,1.197
9,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,23,23,23,0,3.770,1.388,1.289,2.269,2.658
7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3.743,1.387,0.728,0.785,0.785
9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.764,1.388,1.244,1.448,1.450
13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,25,0,3.774,1.387,1.298,1.637,1.692
13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3.717,1.387,1.276,1.367,1.367
8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.725,1.383,1.116,1.387,1.393
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.724,1.387,1.229,1.398,1.400
10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.756,1.387,1.554,1.803,1.805
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.758,1.387,0.745,0.785,0.785
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.761,1.388,1.213,1.447,1.454
11,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,19,25,0,0,3.765,1.387,1.514,2.373,2.718
14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.785,1.387,1.584,1.796,1.798
11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,3.782,1.387,1.212,1.571,1.591
12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,29,3.798,1.383,1.211,1.699,2.965
12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,26,0,3.795,1.387,1.095,1.500,1.606
9,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,21,25,29,41,3.781,1.387,1.066,1.836,3.173
13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,3.803,1.387,1.318,1.570,1.577
8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,3.800,1.387,0.974,1.217,1.223
9,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3.800,1.387,0.932,1.287,1.317
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.797,1.388,1.269,1.341,1.341
8,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,21,0,3.810,1.383,1.493,2.139,2.198
13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,25,0,3.805,1.387,1.171,1.486,1.540
9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,27,0,3.800,1.387,1.040,1.447,1.503
9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.823,1.387,1.109,1.288,1.290
13,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,0,0,33,3.836,1.346,1.302,1.832,3.132
14,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3.837,1.387,1.870,2.580,2.597
11,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.838,1.387,1.141,1.536,1.552
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.839,1.383,1.011,1.152,1.154
8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3.839,1.387,0.873,1.171,1.178
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.846,1.388,0.938,1.076,1.078
13,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3.858,1.387,1.941,2.809,3.130
5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3.858,1.387,0.496,0.771,0.824
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3.852,1.388,1.208,1.354,1.356
11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,3.826,1.387,1.431,1.798,1.806
5,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,19,25,23,0,3.828,1.383,0.806,1.378,46.765
7,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,20,23,0,31,3.824,1.387,1.186,1.943,3.205
5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3.812,1.387,0.746,0.975,0.979
9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,3.807,1.388,1.327,1.800,1.822
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.816,1.387,1.200,1.364,1.366
8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3.798,1.387,1.099,1.434,1.439
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3.745,1.387,0.937,0.000,1.000
10,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,3.730,1.383,1.815,2.415,2.427
12,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,21,25,33,0,3.727,1.387,1.041,1.519,1.631
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3.742,1.387,0.895,1.035,1.037
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.742,1.387,1.195,1.326,1.327
12,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,3.732,1.388,1.490,2.013,2.028
10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,0,3.743,1.387,0.983,1.133,1.138
4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,3.748,1.387,0.853,1.193,1.201
8,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,18,22,0,0,3.763,1.383,1.441,2.058,48.163
8,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,3.724,1.387,1.068,1.525,12.463
6,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,21,23,27,0,3.711,1.387,1.358,2.232,2.327
16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,3.698,1.387,1.661,1.868,1.873
13,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19,27,0,0,3.702,1.387,1.527,1.969,1.979
5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.711,1.387,1.060,1.499,1.506
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3.711,1.387,0.757,0.962,0.969
10,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,20,21,0,0,3.710,1.384,1.142,1.509,22.164
4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.710,1.387,0.576,0.788,0.791
12,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3.710,1.388,1.361,1.853,2.181
8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3.733,1.387,1.046,1.448,1.773
9,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,21,23,31,0,3.729,1.387,1.132,1.744,1.820
6,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,21,33,0,0,3.719,1.387,1.587,2.370,2.398
11,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,3.741,1.387,1.483,1.866,1.877
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.758,1.383,1.088,1.348,1.352
7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3.766,1.387,0.939,1.261,1.269
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.768,1.387,0.813,0.854,0.854
4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,49,0,3.768,1.388,0.590,1.266,1.644
12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,3.772,1.388,1.258,1.511,1.517
10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.780,1.387,1.165,1.269,1.270
11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3.716,1.388,1.161,1.328,1.330
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.716,1.383,0.854,0.976,0.977
9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3.737,1.388,1.187,1.529,1.534
11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,33,0,0,3.734,1.387,1.228,1.561,1.569
11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,29,3.734,1.387,0.818,1.255,2.541
11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,3.732,1.388,1.202,1.455,1.461
6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.740,1.387,1.069,1.347,1.351
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.740,1.387,0.991,1.213,1.216
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.740,1.384,1.134,1.361,1.364
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3.751,1.388,1.005,1.070,1.070
8,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,18,23,0,0,3.767,1.387,1.252,1.916,2.246
9,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,25,0,3.763,1.387,1.024,1.386,1.454
11,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,21,25,29,0,3.755,1.387,1.211,1.634,1.694
9,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,3.734,1.387,1.298,1.853,1.884
8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3.734,1.387,0.943,1.336,1.349
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.734,1.384,0.562,0.578,0.578
7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.742,1.346,1.173,1.462,1.465
12,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,35,0,3.763,1.387,1.615,2.095,2.152
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.767,1.387,1.215,1.382,1.384
7,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,20,21,25,0,3.764,1.387,0.936,1.679,2.072
9,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,29,0,3.788,1.387,1.279,1.730,1.786
7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,33,0,0,3.791,1.387,0.907,1.149,1.155
